2026-06-05 12:42:59,905 - === INICIANDO PRUEBA DE VUELO NIVELADO ===
2026-06-05 12:43:00,960 - Time:1.0s | Alt:28.6ft | Spd:9.5kts | ENGN_TRQ:15583.827 | pitch_vacuum_deg_pilot:-8.528 | roll_vacuum_deg_pilot:-9.675 | yoke_pitch_ratio:-0.368 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.475 | prop_ratio_all:0.651 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,029 - Time:1.1s | Alt:29.7ft | Spd:10.4kts | ENGN_TRQ:14890.368 | pitch_vacuum_deg_pilot:-6.423 | roll_vacuum_deg_pilot:-10.691 | yoke_pitch_ratio:-0.372 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.294 | prop_ratio_all:0.659 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,094 - Time:1.2s | Alt:30.7ft | Spd:11.1kts | ENGN_TRQ:14467.965 | pitch_vacuum_deg_pilot:-4.219 | roll_vacuum_deg_pilot:-10.887 | yoke_pitch_ratio:-0.373 | yoke_roll_ratio:0.500 | yoke_heading_ratio:0.141 | prop_ratio_all:0.723 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,161 - Time:1.2s | Alt:31.9ft | Spd:11.8kts | ENGN_TRQ:14203.019 | pitch_vacuum_deg_pilot:-2.329 | roll_vacuum_deg_pilot:-10.332 | yoke_pitch_ratio:-0.369 | yoke_roll_ratio:0.452 | yoke_heading_ratio:0.034 | prop_ratio_all:0.779 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,228 - Time:1.3s | Alt:33.1ft | Spd:12.4kts | ENGN_TRQ:14072.247 | pitch_vacuum_deg_pilot:-0.966 | roll_vacuum_deg_pilot:-9.366 | yoke_pitch_ratio:-0.367 | yoke_roll_ratio:0.343 | yoke_heading_ratio:-0.043 | prop_ratio_all:0.817 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,297 - Time:1.4s | Alt:34.4ft | Spd:13.1kts | ENGN_TRQ:15293.647 | pitch_vacuum_deg_pilot:-0.118 | roll_vacuum_deg_pilot:-8.393 | yoke_pitch_ratio:-0.361 | yoke_roll_ratio:0.291 | yoke_heading_ratio:-0.099 | prop_ratio_all:0.831 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,364 - Time:1.4s | Alt:35.9ft | Spd:13.7kts | ENGN_TRQ:16518.250 | pitch_vacuum_deg_pilot:0.261 | roll_vacuum_deg_pilot:-7.810 | yoke_pitch_ratio:-0.357 | yoke_roll_ratio:0.315 | yoke_heading_ratio:-0.148 | prop_ratio_all:0.833 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,429 - Time:1.5s | Alt:37.4ft | Spd:14.4kts | ENGN_TRQ:17367.107 | pitch_vacuum_deg_pilot:0.313 | roll_vacuum_deg_pilot:-7.656 | yoke_pitch_ratio:-0.349 | yoke_roll_ratio:0.369 | yoke_heading_ratio:-0.197 | prop_ratio_all:0.835 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,498 - Time:1.6s | Alt:38.9ft | Spd:15.0kts | ENGN_TRQ:18010.775 | pitch_vacuum_deg_pilot:0.184 | roll_vacuum_deg_pilot:-7.650 | yoke_pitch_ratio:-0.348 | yoke_roll_ratio:0.400 | yoke_heading_ratio:-0.259 | prop_ratio_all:0.837 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,565 - Time:1.6s | Alt:40.6ft | Spd:15.6kts | ENGN_TRQ:18440.857 | pitch_vacuum_deg_pilot:-0.025 | roll_vacuum_deg_pilot:-7.542 | yoke_pitch_ratio:-0.347 | yoke_roll_ratio:0.385 | yoke_heading_ratio:-0.340 | prop_ratio_all:0.844 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,644 - Time:1.7s | Alt:42.9ft | Spd:16.3kts | ENGN_TRQ:18832.941 | pitch_vacuum_deg_pilot:-0.356 | roll_vacuum_deg_pilot:-7.232 | yoke_pitch_ratio:-0.339 | yoke_roll_ratio:0.349 | yoke_heading_ratio:-0.482 | prop_ratio_all:0.856 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,711 - Time:1.8s | Alt:44.8ft | Spd:16.8kts | ENGN_TRQ:19004.926 | pitch_vacuum_deg_pilot:-0.595 | roll_vacuum_deg_pilot:-7.180 | yoke_pitch_ratio:-0.342 | yoke_roll_ratio:0.375 | yoke_heading_ratio:-0.500 | prop_ratio_all:0.881 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
2026-06-05 12:43:01,780 - Time:1.9s | Alt:46.7ft | Spd:17.3kts | ENGN_TRQ:19112.014 | pitch_vacuum_deg_pilot:-0.755 | roll_vacuum_deg_pilot:-7.399 | yoke_pitch_ratio:-0.340 | yoke_roll_ratio:0.427 | yoke_heading_ratio:0.500 | prop_ratio_all:0.882 | m_fixed:345.637 | m_fuel1:87.499 | CG_indicator:-0.044
