tiempo_s,airspeed_kts,altitud_ft,climb_rate_fpm,pitch_deg,roll_deg,heading_deg,collective_deg,pitch_cmd,roll_cmd,yaw_cmd,torque,prop_ratio,peso_fijo_kg,combustible_kg,CG
4.34,30.76,4339.4,-2505.3,-83.864,4.8,33.4,11.0,-0.7,-0.1244,-1.0,11.0,14605.908203125,0.9125072956085205,345.637451171875,87.49624633789062,-0.04416201636195183
4.37,30.77,4338.3,-2557.4,-84.725,1.543,37.1,11.0,-0.7,-0.0984,-1.0,11.0,14238.078125,0.9504535794258118,345.637451171875,87.49624633789062,-0.04416201636195183
4.39,30.76,4337.1,-2612.8,-85.623,1.815,38.1,11.0,-0.7,-0.1007,-1.0,11.0,13907.0927734375,0.9941620826721191,345.637451171875,87.49624633789062,-0.04416201636195183
4.42,30.76,4335.9,-2665.1,-86.442,7.906,34.0,11.0,-0.7,-0.1498,-0.8936,11.0,13642.81640625,1.0,345.637451171875,87.49624633789062,-0.04416201636195183
4.45,30.74,4334.6,-2721.4,-87.132,24.778,21.3,11.0,-0.7,-0.2861,-0.0726,11.0,13400.7451171875,1.0,345.637451171875,87.49624633789062,-0.04416201636195183
4.47,30.72,4333.4,-2776.0,-87.287,51.106,357.4,11.0,-0.7,-0.4993,1.0,11.0,13200.76953125,0.9729812741279602,345.637451171875,87.49624633789062,-0.04416201636195183
4.5,30.69,4332.2,-2826.5,-86.806,74.279,332.5,11.0,-0.7,-0.6888,1.0,11.0,13042.7470703125,0.972974419593811,345.637451171875,87.49624633789062,-0.04416201636195183
4.53,30.65,4330.9,-2878.7,-86.643,90.175,315.5,11.0,-0.7,-0.7,1.0,11.0,12898.826171875,0.736943244934082,345.637451171875,87.49624633789062,-0.04416201636195183
4.55,30.61,4329.6,-2932.2,-87.732,113.559,300.2,11.0,-0.7,-0.7,1.0,11.0,12760.0029296875,0.5,345.637451171875,87.49624633789062,-0.04416201636195183
4.58,30.55,4328.3,-2985.1,-88.159,-163.34,259.4,11.0,-0.7,0.7,1.0,11.0,12648.5908203125,0.5,345.637451171875,87.49624633789062,-0.04416201636195183
4.61,30.49,4326.9,-3040.9,-84.91,-122.042,181.8,11.0,-0.7,0.7,-1.0,11.0,12544.904296875,0.5,345.637451171875,87.49624633789062,-0.04412844777107239
4.63,30.42,4325.5,-3097.2,-80.303,-113.026,158.8,11.0,-0.7,0.7,-1.0,11.0,12445.568359375,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
4.66,30.35,4324.1,-3151.4,-75.065,-110.04,150.4,11.0,-0.7,0.7,-1.0,11.0,12349.2080078125,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
4.69,30.28,4322.7,-3198.5,-70.589,-110.034,146.1,11.0,-0.7,0.7,-1.0,11.0,12274.97265625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.72,30.19,4321.1,-3249.1,-66.742,-111.462,144.2,11.0,-0.7,0.7,-1.0,11.0,12201.41796875,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.74,30.12,4319.7,-3294.4,-64.181,-113.077,143.3,11.0,-0.7,0.7,-1.0,11.0,12128.4111328125,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.77,30.04,4318.3,-3342.5,-62.207,-114.742,143.2,11.0,-0.7,0.7,-1.0,11.0,12059.017578125,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.79,29.96,4316.7,-3392.6,-60.729,-116.2,143.5,11.0,-0.7,0.7,-1.0,11.0,12000.0986328125,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.82,29.88,4315.2,-3440.5,-59.708,-117.24,144.3,11.0,-0.7,0.7,-1.0,11.0,11952.6865234375,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.85,29.8,4313.7,-3488.7,-58.984,-117.862,145.4,11.0,-0.7,0.7,-1.0,11.0,11913.1337890625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.87,29.71,4312.0,-3538.8,-58.491,-118.005,146.9,11.0,-0.7,0.7,-1.0,11.0,11877.8212890625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.9,29.62,4310.4,-3583.4,-58.246,-117.686,148.6,11.0,-0.7,0.7,-1.0,11.0,11848.79296875,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.93,29.53,4308.9,-3626.5,-58.188,-116.975,150.4,11.0,-0.7,0.7,-1.0,11.0,11822.658203125,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.95,29.42,4307.2,-3671.9,-58.335,-115.836,152.3,11.0,-0.7,0.7,-1.0,11.0,11797.5771484375,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
4.98,29.31,4305.5,-3717.3,-58.714,-114.385,154.5,11.0,-0.7,0.7,-1.0,11.0,11775.47265625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.01,29.2,4303.9,-3759.3,-59.294,-112.856,156.7,11.0,-0.7,0.7,-1.0,11.0,11758.78515625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.03,29.07,4302.2,-3803.8,-60.191,-111.181,159.1,11.0,-0.7,0.7,-1.0,11.0,11746.4619140625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.06,28.95,4300.5,-3846.7,-61.348,-109.633,161.6,11.0,-0.7,0.7,-1.0,11.0,11742.263671875,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.09,28.81,4298.7,-3892.5,-62.902,-108.203,164.3,11.0,-0.7,0.7,-1.0,11.0,11746.697265625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.12,28.66,4296.9,-3941.7,-64.924,-107.063,167.4,11.0,-0.7,0.7,-1.0,11.0,11761.7333984375,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.14,28.5,4295.0,-3993.4,-67.374,-106.491,171.0,11.0,-0.7,0.7,-1.0,11.0,11788.0556640625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.17,28.36,4293.2,-4042.4,-69.942,-106.723,175.0,11.0,-0.7,0.7,-1.0,11.0,11824.3642578125,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.2,28.21,4291.3,-4098.5,-73.172,-108.437,180.0,11.0,-0.7,0.7,-1.0,11.0,11862.1494140625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.22,28.09,4289.5,-4150.9,-76.268,-112.156,186.7,11.0,-0.7,0.7,-1.0,11.0,11905.8212890625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.25,27.97,4287.6,-4206.4,-79.499,-120.369,196.2,11.0,-0.7,0.7,1.0,11.0,11948.41015625,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.27,27.87,4285.8,-4262.9,-82.277,-137.803,212.1,11.0,-0.7,0.7,1.0,11.0,12008.1796875,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.3,27.79,4283.9,-4322.7,-83.468,-170.905,240.4,11.0,-0.7,0.7,1.0,11.0,12557.388671875,1.0,345.637451171875,87.49624633789062,-0.044129159301519394
5.33,27.73,4282.0,-4382.1,-82.392,166.723,274.4,11.0,-0.7,-0.7,1.0,11.0,13051.7451171875,0.5000020265579224,345.637451171875,87.49624633789062,-0.044129159301519394
5.35,27.7,4280.1,-4440.7,-80.966,160.414,290.2,11.0,-0.7,-0.7,1.0,11.0,13505.412109375,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.38,27.69,4278.2,-4496.6,-79.884,162.268,294.6,11.0,-0.7,-0.7,1.0,11.0,13898.6533203125,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.41,27.7,4276.1,-4554.6,-78.893,169.561,292.7,11.0,-0.7,-0.7,1.0,11.0,14298.330078125,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.43,27.74,4273.9,-4611.3,-77.862,179.278,286.4,11.0,-0.7,-0.7,1.0,11.0,14626.529296875,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.46,27.78,4272.0,-4663.2,-76.616,-171.435,278.3,11.0,-0.7,0.7,1.0,11.0,14884.71484375,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.48,27.83,4270.0,-4715.4,-74.953,-163.049,270.2,11.0,-0.7,0.7,1.0,11.0,15118.5185546875,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.51,27.88,4267.8,-4769.6,-72.806,-156.261,262.6,11.0,-0.7,0.7,1.0,11.0,15335.5234375,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.54,27.92,4265.6,-4836.1,-70.271,-151.626,256.0,11.0,-0.7,0.7,1.0,11.0,15529.583984375,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.57,27.94,4263.5,-4896.1,-67.727,-149.023,250.6,11.0,-0.7,0.7,1.0,11.0,15728.2109375,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.59,27.94,4261.2,-4956.3,-64.9,-147.517,246.2,11.0,-0.7,0.7,1.0,11.0,15917.7314453125,0.5,345.637451171875,87.49624633789062,-0.044129159301519394
5.62,27.91,4258.9,-5013.0,-62.044,-146.78,242.4,11.0,-0.7,0.7,1.0,11.0,16066.2548828125,0.5,345.637451171875,87.49624633789062,-0.04408811777830124
5.65,27.84,4256.6,-5068.0,-59.15,-146.365,239.0,11.0,-0.7,0.7,1.0,11.0,16179.2744140625,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.68,27.72,4254.2,-5121.0,-56.166,-145.972,235.8,11.0,-0.7,0.7,1.0,11.0,16270.40625,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.7,27.57,4252.0,-5169.1,-53.259,-145.446,232.7,11.0,-0.7,0.7,1.0,11.0,16337.0927734375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.73,27.36,4249.6,-5217.0,-50.128,-144.632,229.6,11.0,-0.7,0.7,1.0,11.0,16393.138671875,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.75,27.11,4247.4,-5261.7,-46.971,-143.588,226.4,11.0,-0.7,0.7,1.0,11.0,15763.6318359375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.78,26.79,4245.0,-5307.9,-43.429,-142.21,223.0,11.0,-0.7,0.7,1.0,11.0,15197.150390625,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.81,26.42,4242.6,-5350.9,-39.817,-140.692,219.6,11.0,-0.7,0.7,1.0,11.0,14731.0380859375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.83,25.96,4240.2,-5396.1,-35.711,-138.932,215.9,11.0,-0.7,0.7,1.0,11.0,14306.177734375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.86,25.48,4237.8,-5436.8,-31.69,-137.289,212.3,11.0,-0.7,0.7,1.0,11.0,13964.974609375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.88,24.93,4235.5,-5476.6,-27.377,-135.673,208.7,11.0,-0.7,0.7,1.0,11.0,13665.2275390625,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.91,24.33,4233.1,-5516.1,-22.847,-134.19,205.1,11.0,-0.7,0.7,1.0,11.0,13403.787109375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.94,23.52,4230.3,-5563.0,-17.057,-132.654,201.0,11.0,-0.7,0.7,1.0,11.0,13134.6982421875,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.97,22.77,4227.9,-5602.4,-11.91,-131.666,196.9,11.0,-0.7,0.7,1.0,11.0,12929.1181640625,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
5.99,21.9,4225.3,-5643.8,-6.167,-130.985,192.9,11.0,-0.7,0.7,1.0,11.0,12739.2490234375,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
6.02,21.01,4222.8,-5682.9,-0.433,-130.76,188.7,11.0,-0.7,0.7,1.0,11.0,12577.19140625,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
6.05,20.01,4220.2,-5723.8,5.874,-131.052,184.2,11.0,-0.7,0.7,-1.0,11.0,12426.9580078125,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
6.07,18.98,4217.6,-5762.7,12.175,-131.956,179.3,11.0,-0.7,0.7,-1.0,11.0,12295.9501953125,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
6.1,17.94,4215.1,-5800.2,18.483,-133.565,174.0,11.0,-0.7,0.7,-1.0,11.0,12180.0595703125,0.5,345.637451171875,87.49624633789062,-0.044088996946811676
6.13,16.87,4212.7,-5821.2,23.634,-135.347,168.5,11.0,-0.7,0.7,-1.0,11.0,12075.7919921875,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.15,15.66,4209.9,-5850.9,27.931,-137.038,163.8,11.0,-0.7,0.7,-1.0,11.0,11988.0234375,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.18,14.56,4207.5,-5882.3,30.948,-138.237,159.8,11.0,-0.7,0.7,-1.0,11.0,11928.162109375,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.21,13.37,4204.9,-5918.4,33.422,-139.085,156.7,11.0,-0.7,0.7,-1.0,11.0,11882.1474609375,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.23,12.12,4202.2,-5958.2,35.418,-139.52,154.0,11.0,-0.7,0.7,-1.0,11.0,11848.8310546875,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.26,10.88,4199.5,-5999.0,36.929,-139.548,152.0,11.0,-0.7,0.7,-1.0,11.0,11830.5380859375,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.28,9.69,4196.9,-6038.7,38.035,-139.255,150.6,11.0,-0.7,0.7,-1.0,11.0,11825.537109375,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.31,8.5,4194.3,-6078.9,38.851,-138.697,149.7,11.0,-0.7,0.7,-1.0,11.0,11829.2529296875,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.34,7.31,4191.6,-6118.6,39.407,-137.909,149.3,11.0,-0.7,0.7,-1.0,11.0,11841.00390625,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.37,5.95,4188.6,-6163.5,39.732,-136.73,149.5,11.0,-0.7,0.7,-1.0,11.0,11854.638671875,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.39,4.73,4185.8,-6203.7,39.76,-135.418,150.2,11.0,-0.7,0.7,-1.0,11.0,11871.7587890625,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.42,3.47,4182.9,-6245.1,39.511,-133.785,151.4,11.0,-0.7,0.7,-1.0,11.0,11882.669921875,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.45,2.32,4180.2,-6283.0,39.027,-132.031,152.9,11.0,-0.7,0.7,-1.0,11.0,11892.361328125,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.47,1.07,4177.2,-6325.0,38.195,-129.801,154.8,11.0,-0.7,0.7,-1.0,11.0,11898.345703125,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.5,-0.07,4174.5,-6363.8,37.145,-127.496,156.9,11.0,-0.7,0.7,-1.0,11.0,11906.73828125,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.53,-1.24,4171.7,-6403.8,35.757,-124.895,159.2,11.0,-0.7,0.7,-1.0,11.0,11915.677734375,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.55,-2.46,4168.7,-6445.6,33.931,-121.957,161.7,11.0,-0.7,0.7,-1.0,11.0,11926.8916015625,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.58,-3.71,4165.6,-6487.7,31.635,-118.796,164.4,11.0,-0.7,0.7,-1.0,11.0,11943.09765625,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.61,-4.82,4162.9,-6524.6,29.168,-115.86,167.0,11.0,-0.7,0.7,-1.0,11.0,11966.3154296875,1.0,345.637451171875,87.49624633789062,-0.044088996946811676
6.63,-6.0,4159.9,-6562.2,26.119,-112.697,169.5,11.0,-0.7,0.7,-1.0,11.0,11993.12890625,1.0,345.637451171875,87.49624633789062,-0.044057466089725494
6.66,-7.11,4157.0,-6596.6,22.787,-109.66,172.0,11.0,-0.7,0.7,-1.0,11.0,12028.32421875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.69,-8.27,4154.0,-6631.0,18.858,-106.469,174.4,11.0,-0.7,0.7,-1.0,11.0,12526.138671875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.72,-9.43,4150.9,-6664.2,14.371,-103.169,176.7,11.0,-0.7,0.7,-1.0,11.0,13086.8603515625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.74,-10.6,4147.7,-6696.1,9.263,-99.687,179.0,11.0,-0.7,0.7,-1.0,11.0,13631.244140625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.77,-11.6,4144.8,-6722.1,4.44,-96.528,180.9,11.0,-0.7,0.7,-1.0,11.0,14089.572265625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.8,-12.76,4141.3,-6750.2,-1.728,-92.492,182.7,11.0,-0.7,0.7,-1.0,11.0,14584.28125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.83,-13.65,4138.4,-6769.8,-7.031,-88.921,184.3,11.0,-0.7,0.7,-1.0,11.0,14979.21875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.85,-14.55,4135.3,-6787.0,-13.004,-84.652,185.5,11.0,-0.7,0.7,-1.0,11.0,15363.869140625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.88,-15.29,4132.4,-6798.9,-18.53,-80.354,186.4,11.0,-0.7,0.7,-1.0,11.0,15691.4384765625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.91,-16.04,4129.1,-6807.6,-24.893,-74.724,187.0,11.0,-0.7,0.7,-1.0,11.0,16022.478515625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.93,-16.61,4126.0,-6809.9,-30.507,-68.852,187.3,11.0,-0.7,0.7,-1.0,11.0,16309.28515625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.96,-17.06,4123.1,-6806.8,-35.62,-62.438,187.1,11.0,-0.7,0.7,-1.0,11.0,16565.25,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
6.99,-17.38,4120.1,-6795.0,-40.324,-55.247,186.5,11.0,-0.7,0.7,-1.0,11.0,16797.962890625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.01,-17.58,4116.9,-6775.4,-44.872,-46.698,185.5,11.0,-0.7,0.7,-1.0,11.0,17025.041015625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.04,-17.63,4113.9,-6756.4,-48.477,-38.502,184.2,11.0,-0.7,0.7,-1.0,11.0,17224.70703125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.07,-17.55,4111.0,-6742.1,-51.532,-30.508,182.8,11.0,-0.7,0.6692,-1.0,11.0,17396.845703125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.1,-17.3,4107.7,-6729.6,-54.54,-21.965,181.3,11.0,-0.7,0.6021,-1.0,11.0,17547.341796875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.12,-16.91,4104.6,-6720.2,-57.225,-14.033,179.5,11.0,-0.7,0.5393,-1.0,11.0,17672.83203125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.15,-16.41,4101.6,-6715.2,-59.568,-6.879,177.4,11.0,-0.7,0.4825,-1.0,11.0,17783.341796875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.18,-15.77,4098.6,-6714.0,-61.809,0.216,174.8,11.0,-0.7,0.4257,-1.0,11.0,17886.947265625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.21,-15.05,4095.7,-6717.2,-63.771,6.994,171.5,11.0,-0.7,0.3711,-1.0,11.0,17979.931640625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.23,-14.01,4092.1,-6727.3,-65.823,15.441,166.9,11.0,-0.7,0.3027,-1.0,11.0,18073.314453125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.26,-13.03,4089.2,-6741.6,-67.187,22.811,161.1,11.0,-0.7,0.2425,-1.0,11.0,18147.833984375,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.29,-11.96,4086.2,-6760.3,-68.15,30.579,154.8,11.0,-0.7,0.1787,-1.0,11.0,18207.716796875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.31,-10.81,4083.3,-6783.5,-68.639,38.646,147.6,11.0,-0.7,0.112,-1.0,11.0,18254.119140625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.34,-9.35,4079.9,-6815.5,-68.491,48.215,139.1,11.0,-0.7,0.0329,-1.0,11.0,18292.75390625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.37,-8.0,4077.0,-6846.4,-67.722,56.335,130.3,11.0,-0.7,-0.0349,-1.0,11.0,18314.69921875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.39,-6.55,4074.0,-6879.7,-66.437,63.798,122.5,11.0,-0.7,-0.0982,-1.0,11.0,18325.68359375,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.42,-4.99,4070.9,-6915.7,-64.688,70.542,115.4,11.0,-0.7,-0.1559,-1.0,11.0,18328.619140625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.45,-3.26,4067.6,-6954.9,-62.55,76.559,109.2,11.0,-0.7,-0.2081,-1.0,11.0,18324.544921875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.47,-1.59,4064.6,-6993.1,-60.42,81.335,104.2,11.0,-0.7,-0.2503,-1.0,11.0,18309.931640625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.5,0.08,4061.6,-7030.8,-58.362,85.291,100.4,11.0,-0.7,-0.2868,-1.0,11.0,18289.197265625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.53,1.94,4058.4,-7071.8,-56.271,88.871,97.3,11.0,-0.7,-0.3201,-1.0,11.0,18265.95703125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.55,3.87,4055.2,-7113.7,-54.332,91.847,94.8,11.0,-0.7,-0.349,-1.0,11.0,18238.85546875,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.58,5.87,4051.9,-7156.7,-52.583,94.202,92.9,11.0,-0.7,-0.373,-1.0,11.0,18209.39453125,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.61,7.91,4048.5,-7200.2,-51.04,95.892,91.4,11.0,-0.7,-0.3918,-1.0,11.0,18178.015625,1.0,345.637451171875,87.49624633789062,-0.04405813291668892
7.64,9.87,4045.3,-7242.1,-49.74,96.883,90.3,11.0,-0.7,-0.4053,-1.0,11.0,18144.73828125,1.0,345.637451171875,87.49624633789062,-0.04401656240224838
7.67,12.13,4041.7,-7290.4,-48.456,97.283,89.5,11.0,-0.7,-0.4139,-1.0,11.0,18113.607421875,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.69,14.23,4038.3,-7336.0,-47.419,97.044,89.0,11.0,-0.7,-0.4172,-1.0,11.0,18080.921875,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.72,16.28,4034.9,-7381.6,-46.551,96.308,88.8,11.0,-0.7,-0.4169,-1.0,11.0,18051.0625,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.75,18.39,4031.5,-7429.3,-45.82,95.125,88.8,11.0,-0.7,-0.4129,-1.0,11.0,18025.900390625,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.78,20.63,4027.8,-7481.4,-45.23,93.497,89.0,11.0,-0.7,-0.4052,-1.0,11.0,18004.173828125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.81,22.77,4024.2,-7532.8,-44.835,91.685,89.4,11.0,-0.7,-0.3959,-1.0,11.0,17983.58984375,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.83,24.9,4020.6,-7585.2,-44.6,89.736,89.9,11.0,-0.7,-0.3851,-1.0,11.0,17964.951171875,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.86,26.79,4017.3,-7633.1,-44.518,87.935,90.6,11.0,-0.7,-0.3756,-1.0,11.0,17946.197265625,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.89,28.89,4013.6,-7687.5,-44.58,85.95,91.3,11.0,-0.7,-0.3646,-1.0,11.0,17928.939453125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.92,30.96,4009.9,-7742.5,-44.762,84.08,92.1,11.0,-0.7,-0.3549,-1.0,11.0,17909.697265625,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.95,33.2,4005.8,-7803.5,-45.056,82.241,93.1,11.0,-0.6155,-0.3457,-1.0,11.0,17889.578125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
7.99,35.46,4001.6,-7865.5,-45.407,80.65,94.2,11.0,-0.4753,-0.3382,-1.0,11.0,17867.03125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.02,37.79,3997.1,-7929.8,-45.774,79.295,95.4,11.0,-0.3242,-0.3325,-1.0,11.0,17844.224609375,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.05,39.97,3992.8,-7988.6,-46.073,78.254,96.5,11.0,-0.3036,-0.3294,-1.0,11.0,17821.3203125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.09,42.17,3988.3,-8044.2,-46.305,77.349,97.5,11.0,-0.2266,-0.3275,-1.0,11.0,17803.841796875,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.11,44.31,3983.9,-8092.7,-46.461,76.468,98.4,11.0,0.1432,-0.3244,-1.0,11.0,17796.427734375,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.14,46.04,3980.2,-8129.1,-46.54,75.663,99.3,11.0,0.014,-0.3219,-1.0,11.0,17798.802734375,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.17,47.63,3977.0,-8159.1,-46.566,74.808,100.0,11.0,-0.0325,-0.319,-1.0,11.0,17799.138671875,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.19,49.27,3973.7,-8180.0,-46.549,73.76,100.7,11.0,0.0529,-0.3147,-1.0,11.0,17798.30078125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.22,50.82,3970.4,-8200.8,-46.5,72.591,101.6,11.0,0.0641,-0.3094,-1.0,11.0,17814.431640625,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.25,52.54,3966.7,-8223.4,-46.375,71.139,102.5,11.0,0.2309,-0.3018,-1.0,11.0,17813.716796875,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.28,54.15,3963.2,-8241.4,-46.167,69.647,103.6,11.0,0.2534,-0.2938,-1.0,11.0,17797.970703125,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.31,55.72,3959.5,-8258.0,-45.866,68.088,104.9,11.0,0.2882,-0.2853,-1.0,11.0,17778.2265625,1.0,345.637451171875,87.49624633789062,-0.04401744157075882
8.33,57.22,3956.0,-8267.3,-45.585,66.47,106.3,11.0,0.4217,-0.2757,-1.0,11.0,17754.953125,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.36,58.66,3952.5,-8274.6,-45.324,64.822,107.9,11.0,0.4642,-0.2658,-1.0,11.0,17731.02734375,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.38,59.97,3949.2,-8279.3,-45.052,63.248,109.6,11.0,0.4613,-0.2564,-1.0,11.0,17704.154296875,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
8.41,61.26,3945.9,-8278.0,-44.711,61.668,111.3,11.0,0.4269,-0.2472,-1.0,11.0,17676.455078125,0.9375,345.637451171875,87.49624633789062,-0.04401744157075882
